LocationName,Measure,Stroke_Rate_%_by_tract,Stroke_Low_Confidence_Limit,Stroke_High_Confidence_Limit
34031133701,Stroke among adults aged >=18 years,2.4,2.2,2.7
34033020300,Stroke among adults aged >=18 years,4.8,4.3,5.3
35001000707,Stroke among adults aged >=18 years,3.5,3.2,3.9
34039036400,Stroke among adults aged >=18 years,2,1.8,2.4
34031256803,Stroke among adults aged >=18 years,3.3,2.8,3.8
34031124800,Stroke among adults aged >=18 years,2.6,2.3,2.9
34035053603,Stroke among adults aged >=18 years,2,1.8,2.4
34035052700,Stroke among adults aged >=18 years,2.1,1.8,2.5
34035051000,Stroke among adults aged >=18 years,2.6,2.2,3
34039037300,Stroke among adults aged >=18 years,2.7,2.3,3.2
34035052903,Stroke among adults aged >=18 years,2,1.7,2.2
34033021101,Stroke among adults aged >=18 years,2.7,2.3,3
34039037900,Stroke among adults aged >=18 years,2,1.7,2.3
34039036600,Stroke among adults aged >=18 years,2.3,2,2.6
34031183102,Stroke among adults aged >=18 years,3.1,2.8,3.4
34033022000,Stroke among adults aged >=18 years,6.1,5.5,6.8
34029736102,Stroke among adults aged >=18 years,3.1,2.7,3.5
35001000121,Stroke among adults aged >=18 years,3.7,3.2,4.2
34035052904,Stroke among adults aged >=18 years,2.5,2.2,2.8
35001000126,Stroke among adults aged >=18 years,2.7,2.4,3
34035052001,Stroke among adults aged >=18 years,2.8,2.5,3.1
34031180600,Stroke among adults aged >=18 years,3.2,2.8,3.5
34041032102,Stroke among adults aged >=18 years,2,1.8,2.3
34035053703,Stroke among adults aged >=18 years,2.2,1.9,2.6
34033020800,Stroke among adults aged >=18 years,3,2.6,3.4
35001000501,Stroke among adults aged >=18 years,4,3.5,4.7
34029731203,Stroke among adults aged >=18 years,6.8,5.6,8.4
34035053403,Stroke among adults aged >=18 years,1.9,1.7,2.1
34035052901,Stroke among adults aged >=18 years,2.5,2.1,3
34035052100,Stroke among adults aged >=18 years,2.4,2.1,2.7
35001000123,Stroke among adults aged >=18 years,2.9,2.6,3.3
34035053000,Stroke among adults aged >=18 years,2.2,2,2.5
34041031602,Stroke among adults aged >=18 years,2.7,2.4,3.1
35001000401,Stroke among adults aged >=18 years,2.6,2.3,2.9
34035050500,Stroke among adults aged >=18 years,2.5,2.2,2.8
34031116500,Stroke among adults aged >=18 years,2.5,2.2,2.9
34035052002,Stroke among adults aged >=18 years,2.5,2.2,2.7
35001000712,Stroke among adults aged >=18 years,2.7,2.4,3
35001000119,Stroke among adults aged >=18 years,3.2,2.7,3.7
34041030900,Stroke among adults aged >=18 years,3.3,2.9,3.7
34031264200,Stroke among adults aged >=18 years,4.5,4,5
34035051300,Stroke among adults aged >=18 years,2.7,2.3,3.1
34039034200,Stroke among adults aged >=18 years,3.4,3,3.8
34037371400,Stroke among adults aged >=18 years,2.2,2,2.5
34039039300,Stroke among adults aged >=18 years,3.2,2.8,3.6
34033021201,Stroke among adults aged >=18 years,2.6,2.3,2.8
34039031700,Stroke among adults aged >=18 years,3.6,3.2,4
35001000110,Stroke among adults aged >=18 years,3.2,2.8,3.6
34041031800,Stroke among adults aged >=18 years,2.9,2.6,3.3
34041030600,Stroke among adults aged >=18 years,3.6,3.1,4.3
34031246103,Stroke among adults aged >=18 years,2.6,2.2,3
34033020700,Stroke among adults aged >=18 years,3.2,2.8,3.8
34035053804,Stroke among adults aged >=18 years,2,1.8,2.2
34039037800,Stroke among adults aged >=18 years,2.1,1.9,2.4
34041030700,Stroke among adults aged >=18 years,2.9,2.6,3.3
34039036500,Stroke among adults aged >=18 years,2,1.7,2.3
34035053404,Stroke among adults aged >=18 years,1.9,1.8,2.1
34035052603,Stroke among adults aged >=18 years,2.5,2.2,3.1
34035050802,Stroke among adults aged >=18 years,2.7,2.3,3.1
34039037700,Stroke among adults aged >=18 years,2.1,1.8,2.4
34035053805,Stroke among adults aged >=18 years,2.7,2.3,3.1
34039032700,Stroke among adults aged >=18 years,2.7,2.4,3
34031182000,Stroke among adults aged >=18 years,3.5,3.1,3.9
34041030800,Stroke among adults aged >=18 years,3.4,2.9,3.9
34031256802,Stroke among adults aged >=18 years,2.3,2,2.6
34041031200,Stroke among adults aged >=18 years,2.4,2.2,2.7
34029733000,Stroke among adults aged >=18 years,3.3,2.9,3.7
34035053901,Stroke among adults aged >=18 years,2.4,2.1,2.9
34037373500,Stroke among adults aged >=18 years,3.4,3,3.8
34039032901,Stroke among adults aged >=18 years,3.1,2.7,3.4
35001000502,Stroke among adults aged >=18 years,2.8,2.4,3.2
34029735103,Stroke among adults aged >=18 years,3.5,3,4.1
34041032000,Stroke among adults aged >=18 years,2.6,2.3,2.9
34037374200,Stroke among adults aged >=18 years,2.2,2,2.5
34037374100,Stroke among adults aged >=18 years,2.2,2,2.5
34037372300,Stroke among adults aged >=18 years,3,2.7,3.4
35001000127,Stroke among adults aged >=18 years,2.8,2.5,3.2
34031246104,Stroke among adults aged >=18 years,3.7,3,4.6
34031216701,Stroke among adults aged >=18 years,2.3,2,2.7
34035053704,Stroke among adults aged >=18 years,1.7,1.5,2
34039031601,Stroke among adults aged >=18 years,2.9,2.6,3.2
34033021500,Stroke among adults aged >=18 years,3.1,2.7,3.5
34039030600,Stroke among adults aged >=18 years,3.3,2.9,3.6
34039030900,Stroke among adults aged >=18 years,3.1,2.8,3.4
34029735104,Stroke among adults aged >=18 years,2.6,2.4,2.9
34029735001,Stroke among adults aged >=18 years,3,2.6,3.4
34037372800,Stroke among adults aged >=18 years,2.6,2.2,2.9
34029731204,Stroke among adults aged >=18 years,7.4,6.3,8.7
35001000114,Stroke among adults aged >=18 years,3,2.7,3.4
34037374000,Stroke among adults aged >=18 years,2.5,2.2,2.9
34039034300,Stroke among adults aged >=18 years,2.9,2.6,3.2
35001000710,Stroke among adults aged >=18 years,2.6,2.3,3
34039031802,Stroke among adults aged >=18 years,2.9,2.7,3.3
34039032902,Stroke among adults aged >=18 years,3.1,2.7,3.6
34039035700,Stroke among adults aged >=18 years,2.5,2.2,2.8
35001000124,Stroke among adults aged >=18 years,3.1,2.7,3.4
34029731001,Stroke among adults aged >=18 years,3,2.6,3.4
35001000108,Stroke among adults aged >=18 years,2.7,2.4,3.1
34031256804,Stroke among adults aged >=18 years,2.2,1.9,2.6
34029731102,Stroke among adults aged >=18 years,3,2.6,3.4
34029731206,Stroke among adults aged >=18 years,7.7,6.3,9.5
34037372200,Stroke among adults aged >=18 years,2.7,2.4,3.1
34039036700,Stroke among adults aged >=18 years,2,1.8,2.3
34039039700,Stroke among adults aged >=18 years,4.4,3.9,5
34039032001,Stroke among adults aged >=18 years,2.4,2.1,2.6
34033020100,Stroke among adults aged >=18 years,3,2.7,3.4
34039034000,Stroke among adults aged >=18 years,3.4,3,3.7
34039032500,Stroke among adults aged >=18 years,2.9,2.6,3.2
35001000207,Stroke among adults aged >=18 years,3.1,2.8,3.5
34039038101,Stroke among adults aged >=18 years,1.9,1.7,2.2
34039032800,Stroke among adults aged >=18 years,3.7,3.3,4.1
34039030701,Stroke among adults aged >=18 years,2.4,2.2,2.7
34037374800,Stroke among adults aged >=18 years,2.2,1.9,2.4
34039038800,Stroke among adults aged >=18 years,4.5,3.9,5.1
34039034400,Stroke among adults aged >=18 years,4.2,3.7,4.7
34033020900,Stroke among adults aged >=18 years,3.2,2.8,3.5
34029731101,Stroke among adults aged >=18 years,2.6,2.3,2.9
34031175301,Stroke among adults aged >=18 years,2.9,2.5,3.2
34039031904,Stroke among adults aged >=18 years,4.6,4.2,5.1
34031246203,Stroke among adults aged >=18 years,2.4,2.1,2.7
34029738100,Stroke among adults aged >=18 years,3.7,3.3,4.1
34035054100,Stroke among adults aged >=18 years,2.2,1.9,2.6
34039034100,Stroke among adults aged >=18 years,3.7,3.4,4.1
34031246201,Stroke among adults aged >=18 years,2.5,2.1,2.9
34031181500,Stroke among adults aged >=18 years,4.6,4.1,5.2
34039033100,Stroke among adults aged >=18 years,2.6,2.4,2.9
34041031700,Stroke among adults aged >=18 years,2.7,2.4,3.2
34039036000,Stroke among adults aged >=18 years,3.3,2.9,3.6
34029739100,Stroke among adults aged >=18 years,7.1,5.7,8.8
34039039100,Stroke among adults aged >=18 years,2.9,2.6,3.2
34031124500,Stroke among adults aged >=18 years,2.9,2.6,3.3
34035050701,Stroke among adults aged >=18 years,2.2,1.9,2.5
35001000128,Stroke among adults aged >=18 years,3.3,3,3.7
35001000129,Stroke among adults aged >=18 years,3.3,2.9,3.7
34033022202,Stroke among adults aged >=18 years,3.4,3,3.9
34029731205,Stroke among adults aged >=18 years,7.2,6.1,8.3
34039034700,Stroke among adults aged >=18 years,2.9,2.6,3.3
34031182302,Stroke among adults aged >=18 years,3.5,3.1,3.9
34035051200,Stroke among adults aged >=18 years,2.3,2.1,2.7
34031175900,Stroke among adults aged >=18 years,3.8,3.4,4.2
34031124601,Stroke among adults aged >=18 years,4,3.4,4.6
34039032200,Stroke among adults aged >=18 years,4,3.5,4.6
34031180100,Stroke among adults aged >=18 years,2.7,2.4,2.9
34029732001,Stroke among adults aged >=18 years,2.2,1.9,2.4
35001000111,Stroke among adults aged >=18 years,2.6,2.3,2.9
34037371000,Stroke among adults aged >=18 years,2.7,2.4,3.1
34033020400,Stroke among adults aged >=18 years,3.9,3.5,4.4
34031175200,Stroke among adults aged >=18 years,3.4,3,3.8
34029735101,Stroke among adults aged >=18 years,4.4,3.9,4.9
34037372700,Stroke among adults aged >=18 years,2.3,2,2.7
34039033000,Stroke among adults aged >=18 years,2.7,2.3,3.1
34039033400,Stroke among adults aged >=18 years,2.4,2.1,2.8
34039030702,Stroke among adults aged >=18 years,3.3,2.9,3.6
34039035600,Stroke among adults aged >=18 years,2.7,2.3,3.2
35001000601,Stroke among adults aged >=18 years,3.3,2.9,3.9
34031175801,Stroke among adults aged >=18 years,3.5,3.1,3.8
34031181400,Stroke among adults aged >=18 years,4.6,4.1,5.1
34031223802,Stroke among adults aged >=18 years,2.9,2.5,3.4
34031154002,Stroke among adults aged >=18 years,2.7,2.3,3
34035051600,Stroke among adults aged >=18 years,2.8,2.4,3.2
34039035400,Stroke among adults aged >=18 years,3,2.7,3.4
35001003715,Stroke among adults aged >=18 years,2.8,2.4,3.2
35001004401,Stroke among adults aged >=18 years,3.7,3.3,4.1
35001003718,Stroke among adults aged >=18 years,2.7,2.3,3.1
35001003725,Stroke among adults aged >=18 years,2.8,2.4,3.1
35027960600,Stroke among adults aged >=18 years,3.7,3.2,4.2
35001003723,Stroke among adults aged >=18 years,3.3,2.9,3.8
35001003001,Stroke among adults aged >=18 years,3.3,3,3.7
35006974700,Stroke among adults aged >=18 years,3.5,3.3,3.8
35001004712,Stroke among adults aged >=18 years,2,1.8,2.2
35049001204,Stroke among adults aged >=18 years,2.3,2,2.6
35013001102,Stroke among adults aged >=18 years,2.9,2.6,3.2
35001940600,Stroke among adults aged >=18 years,2,1.8,2.1
35015000300,Stroke among adults aged >=18 years,3.6,3.1,4.2
35001003731,Stroke among adults aged >=18 years,2.1,1.8,2.4
35049940400,Stroke among adults aged >=18 years,3.7,3.3,4.1
35001003732,Stroke among adults aged >=18 years,1.9,1.7,2.1
35011960100,Stroke among adults aged >=18 years,4.6,4.2,5.1
35001003803,Stroke among adults aged >=18 years,2.5,2.3,2.8
35001002000,Stroke among adults aged >=18 years,2.7,2.4,3
35025000100,Stroke among adults aged >=18 years,2.9,2.6,3.2
35045000201,Stroke among adults aged >=18 years,2.6,2.3,3
35001003724,Stroke among adults aged >=18 years,3,2.6,3.5
35005000202,Stroke among adults aged >=18 years,3.7,3.4,4.2
35001003722,Stroke among adults aged >=18 years,1.8,1.6,2.1
35045943300,Stroke among adults aged >=18 years,3.2,2.9,3.5
35009000100,Stroke among adults aged >=18 years,4.2,3.8,4.7
35013001802,Stroke among adults aged >=18 years,3.9,3.5,4.3
35028000400,Stroke among adults aged >=18 years,2.8,2.4,3.3
35015001000,Stroke among adults aged >=18 years,3.3,3,3.7
35013001801,Stroke among adults aged >=18 years,3.3,3,3.6
35001000801,Stroke among adults aged >=18 years,0.8,0.7,0.9
35001001800,Stroke among adults aged >=18 years,1.2,1.1,1.4
35001003804,Stroke among adults aged >=18 years,2.6,2.3,2.8
35017964300,Stroke among adults aged >=18 years,3.4,3,3.8
35001004723,Stroke among adults aged >=18 years,2.1,1.9,2.3
35049001304,Stroke among adults aged >=18 years,2.9,2.5,3.2
35001002200,Stroke among adults aged >=18 years,2.5,2.2,2.8
35013001500,Stroke among adults aged >=18 years,3.4,3,3.8
35001003202,Stroke among adults aged >=18 years,3.2,2.8,3.5
35013001304,Stroke among adults aged >=18 years,2.8,2.5,3.1
35001003400,Stroke among adults aged >=18 years,3.6,3.3,4
35013000600,Stroke among adults aged >=18 years,3.7,3.3,4.2
35009000201,Stroke among adults aged >=18 years,3.3,3,3.8
35025000701,Stroke among adults aged >=18 years,3,2.7,3.3
35015001100,Stroke among adults aged >=18 years,3.1,2.7,3.5
35039944100,Stroke among adults aged >=18 years,3.7,3.4,4
35013001705,Stroke among adults aged >=18 years,3.6,3.2,4.1
35049010314,Stroke among adults aged >=18 years,2.3,2,2.6
35001004742,Stroke among adults aged >=18 years,2.4,2.1,2.7
35049010400,Stroke among adults aged >=18 years,2.9,2.5,3.3
35049940500,Stroke among adults aged >=18 years,3.7,3.3,4.1
35045000609,Stroke among adults aged >=18 years,3.6,3.3,4.1
35031943600,Stroke among adults aged >=18 years,6.3,5.7,6.8
35045000611,Stroke among adults aged >=18 years,2.9,2.6,3.3
35001001101,Stroke among adults aged >=18 years,2.4,2.1,2.8
35043010721,Stroke among adults aged >=18 years,2.3,2.1,2.6
35001003002,Stroke among adults aged >=18 years,3.2,2.9,3.6
35015000600,Stroke among adults aged >=18 years,3,2.7,3.3
35045942900,Stroke among adults aged >=18 years,6.6,6,7.1
35031945700,Stroke among adults aged >=18 years,6.2,5.6,6.8
35001004739,Stroke among adults aged >=18 years,2.4,2.1,2.6
35028000500,Stroke among adults aged >=18 years,2.4,2.1,2.7
35013000402,Stroke among adults aged >=18 years,4.1,3.6,4.6
35031943800,Stroke among adults aged >=18 years,5.4,5,5.8
35045000205,Stroke among adults aged >=18 years,3.3,3,3.6
35001000901,Stroke among adults aged >=18 years,3.8,3.4,4.2
35013000103,Stroke among adults aged >=18 years,3.5,3.2,3.9
35005001001,Stroke among adults aged >=18 years,3.4,3,4
35001002600,Stroke among adults aged >=18 years,3.1,2.7,3.5
35047957300,Stroke among adults aged >=18 years,3.4,2.9,3.8
35013001805,Stroke among adults aged >=18 years,4.7,4.1,5.3
35045942803,Stroke among adults aged >=18 years,4.9,4.3,5.5
35025000703,Stroke among adults aged >=18 years,2.2,2,2.5
35001001400,Stroke among adults aged >=18 years,3.7,3.2,4.1
35039940800,Stroke among adults aged >=18 years,3.5,3.2,3.9
35045000706,Stroke among adults aged >=18 years,3.6,3.3,3.9
35025000800,Stroke among adults aged >=18 years,3.1,2.7,3.4
35007950700,Stroke among adults aged >=18 years,3.8,3.5,4.1
35049001301,Stroke among adults aged >=18 years,1.8,1.6,2
35049000600,Stroke among adults aged >=18 years,2.6,2.3,3
35043010602,Stroke among adults aged >=18 years,2.7,2.3,3
35049000800,Stroke among adults aged >=18 years,2.8,2.5,3.2
35017964800,Stroke among adults aged >=18 years,3.8,3.5,4.3
35039000400,Stroke among adults aged >=18 years,3.3,3,3.5
35029000400,Stroke among adults aged >=18 years,5,4.6,5.6
35025001100,Stroke among adults aged >=18 years,3.3,3,3.6
35015000800,Stroke among adults aged >=18 years,3.2,2.9,3.5
35005000900,Stroke among adults aged >=18 years,3.4,3,3.8
35006974202,Stroke among adults aged >=18 years,3.3,3,3.7
35013001305,Stroke among adults aged >=18 years,3.2,2.9,3.6
35025000400,Stroke among adults aged >=18 years,3.9,3.6,4.3
35001003733,Stroke among adults aged >=18 years,3.3,2.9,3.6
35043010720,Stroke among adults aged >=18 years,1.6,1.5,1.8
35001004402,Stroke among adults aged >=18 years,3.2,2.9,3.7
35013000900,Stroke among adults aged >=18 years,2.9,2.6,3.2
35025000900,Stroke among adults aged >=18 years,3.8,3.4,4.3
35001003501,Stroke among adults aged >=18 years,3.2,3,3.5
35013000700,Stroke among adults aged >=18 years,3,2.7,3.4
35015000500,Stroke among adults aged >=18 years,4,3.6,4.5
35001004745,Stroke among adults aged >=18 years,1.9,1.7,2.1
35025000704,Stroke among adults aged >=18 years,2.9,2.6,3.3
35005000800,Stroke among adults aged >=18 years,3.3,2.9,3.8
35013000800,Stroke among adults aged >=18 years,2.5,2.2,2.8
35047957500,Stroke among adults aged >=18 years,3.9,3.6,4.3
35003976400,Stroke among adults aged >=18 years,4.9,4.5,5.2
35021000100,Stroke among adults aged >=18 years,4.9,4.5,5.3
35006974400,Stroke among adults aged >=18 years,3.4,3.2,3.7
35005001300,Stroke among adults aged >=18 years,3.5,3.2,3.9
35009000500,Stroke among adults aged >=18 years,3.4,3,3.7
35061940300,Stroke among adults aged >=18 years,5.1,4.6,5.7
35013001702,Stroke among adults aged >=18 years,3.8,3.4,4.1
35053978302,Stroke among adults aged >=18 years,2.7,2.4,3
35028000200,Stroke among adults aged >=18 years,2,1.7,2.2
35001002300,Stroke among adults aged >=18 years,3.2,2.9,3.5
35049010102,Stroke among adults aged >=18 years,3.3,3,3.5
35031943700,Stroke among adults aged >=18 years,5.9,5.4,6.4
35013001201,Stroke among adults aged >=18 years,2.5,2.2,2.9
35009000603,Stroke among adults aged >=18 years,3.5,3.1,3.8
35013001205,Stroke among adults aged >=18 years,3.7,3.1,4.3
35009000601,Stroke among adults aged >=18 years,3.4,3.1,3.8
35013001706,Stroke among adults aged >=18 years,4.5,3.9,5.2
35061970101,Stroke among adults aged >=18 years,3.1,2.8,3.5
35035000601,Stroke among adults aged >=18 years,0.9,0.8,1
35005000201,Stroke among adults aged >=18 years,3.1,2.8,3.4
35001000904,Stroke among adults aged >=18 years,3.8,3.4,4.2
35001004726,Stroke among adults aged >=18 years,2.3,2,2.5
35013000202,Stroke among adults aged >=18 years,2.6,2.4,2.9
35005001200,Stroke among adults aged >=18 years,3.4,3.1,3.7
35043010900,Stroke among adults aged >=18 years,5,4.7,5.5
35023970200,Stroke among adults aged >=18 years,4.1,3.7,4.7
35045000100,Stroke among adults aged >=18 years,3.8,3.5,4.2
35061970102,Stroke among adults aged >=18 years,3.1,2.8,3.4
35043010713,Stroke among adults aged >=18 years,2.5,2.2,2.8
35013001307,Stroke among adults aged >=18 years,3.4,3.1,3.8
35053978303,Stroke among adults aged >=18 years,3.5,3.1,3.8
35031945200,Stroke among adults aged >=18 years,3.6,3.3,3.9
35029000300,Stroke among adults aged >=18 years,5.3,4.6,6.1
35045000608,Stroke among adults aged >=18 years,2.8,2.5,3.1
35031945600,Stroke among adults aged >=18 years,3.6,3.2,4
35055952100,Stroke among adults aged >=18 years,3.3,3,3.6
35049010601,Stroke among adults aged >=18 years,2.4,2.1,2.7
35049000300,Stroke among adults aged >=18 years,2.7,2.4,3.1
35045000607,Stroke among adults aged >=18 years,2.5,2.3,2.7
35001004737,Stroke among adults aged >=18 years,1.8,1.7,2.1
35061970200,Stroke among adults aged >=18 years,3.3,2.9,3.7
35049001103,Stroke among adults aged >=18 years,2.5,2.2,2.8
35055940000,Stroke among adults aged >=18 years,4.2,3.8,4.5
35001004750,Stroke among adults aged >=18 years,2.1,1.9,2.3
35043011100,Stroke among adults aged >=18 years,3.2,2.8,3.6
35001004752,Stroke among adults aged >=18 years,2.2,2,2.5
35045000302,Stroke among adults aged >=18 years,3.1,2.7,3.5
35027960800,Stroke among adults aged >=18 years,3.3,2.9,3.7
35025000600,Stroke among adults aged >=18 years,3.5,3.1,3.9
35045000900,Stroke among adults aged >=18 years,2.8,2.5,3.2
35061970301,Stroke among adults aged >=18 years,3.3,3,3.6
35049010603,Stroke among adults aged >=18 years,2.7,2.4,3.1
35025000200,Stroke among adults aged >=18 years,3.6,3.2,3.9
35047957600,Stroke among adults aged >=18 years,3.5,3.2,3.8
35049001107,Stroke among adults aged >=18 years,2.9,2.6,3.2
35035000100,Stroke among adults aged >=18 years,4.6,4.1,5.1
35049010203,Stroke among adults aged >=18 years,3.1,2.8,3.4
35039940700,Stroke among adults aged >=18 years,3.8,3.3,4.3
35049010700,Stroke among adults aged >=18 years,2.8,2.5,3.1
35061970302,Stroke among adults aged >=18 years,2.6,2.4,2.9
35055940100,Stroke among adults aged >=18 years,3.6,3.3,3.9
35049940900,Stroke among adults aged >=18 years,3.6,3.2,4
35043010716,Stroke among adults aged >=18 years,4.8,4,5.7
35031946000,Stroke among adults aged >=18 years,5.9,5.4,6.4
35045000702,Stroke among adults aged >=18 years,2.6,2.4,2.9
35025000702,Stroke among adults aged >=18 years,2.6,2.4,2.8
35031945300,Stroke among adults aged >=18 years,5.1,4.6,5.6
35055952300,Stroke among adults aged >=18 years,3.7,3.4,3.9
35045943000,Stroke among adults aged >=18 years,4.8,4.4,5.2
35001003729,Stroke among adults aged >=18 years,2.7,2.3,3.2
35045000612,Stroke among adults aged >=18 years,3.3,2.9,3.7
35001003712,Stroke among adults aged >=18 years,2.8,2.4,3.2
35045942802,Stroke among adults aged >=18 years,4.6,4,5.2
35013000102,Stroke among adults aged >=18 years,3.2,2.9,3.6
35043010703,Stroke among adults aged >=18 years,2.1,1.9,2.4
35051962200,Stroke among adults aged >=18 years,6,5.2,6.8
35039941000,Stroke among adults aged >=18 years,4.5,4,5
35049010308,Stroke among adults aged >=18 years,3.3,2.9,3.7
35005001102,Stroke among adults aged >=18 years,3.7,3.3,4.1
35019961600,Stroke among adults aged >=18 years,3.3,3,3.6
35001001700,Stroke among adults aged >=18 years,1.8,1.6,2.1
35049980000,Stroke among adults aged >=18 years,1.8,1.5,2.1
35031940500,Stroke among adults aged >=18 years,4.1,3.7,4.6
35001004741,Stroke among adults aged >=18 years,2.7,2.4,3
35039000300,Stroke among adults aged >=18 years,2.8,2.6,3.1
35039000200,Stroke among adults aged >=18 years,3.6,3.3,3.9
35035000603,Stroke among adults aged >=18 years,3.6,3.3,4
35005000600,Stroke among adults aged >=18 years,4,3.6,4.5
35031943500,Stroke among adults aged >=18 years,4.9,4.4,5.5
35035000602,Stroke among adults aged >=18 years,3.5,3.2,3.8
35031973100,Stroke among adults aged >=18 years,4.2,3.8,4.6
35043010601,Stroke among adults aged >=18 years,2.7,2.4,3
35049010312,Stroke among adults aged >=18 years,3,2.7,3.3
35043010712,Stroke among adults aged >=18 years,2.5,2.2,2.8
35047957800,Stroke among adults aged >=18 years,3.7,3.3,4.1
35045943100,Stroke among adults aged >=18 years,5.8,5.3,6.3
35049940300,Stroke among adults aged >=18 years,3.2,2.9,3.5
35007950500,Stroke among adults aged >=18 years,3.8,3.4,4.3
35035000500,Stroke among adults aged >=18 years,3.8,3.5,4.2
35035000700,Stroke among adults aged >=18 years,3.6,3.3,4
35055952700,Stroke among adults aged >=18 years,3.9,3.6,4.3
35039000500,Stroke among adults aged >=18 years,4.2,3.9,4.6
35027960400,Stroke among adults aged >=18 years,3.6,3.2,4
35045000204,Stroke among adults aged >=18 years,2.8,2.5,3.1
35031940300,Stroke among adults aged >=18 years,5.5,4.8,6.1
35013000300,Stroke among adults aged >=18 years,3.2,2.8,3.6
35043010705,Stroke among adults aged >=18 years,2.5,2.2,2.8
35061970404,Stroke among adults aged >=18 years,3,2.7,3.4
35001940500,Stroke among adults aged >=18 years,2.9,2.6,3.4
35049000400,Stroke among adults aged >=18 years,4.9,3.7,7.4
35049010311,Stroke among adults aged >=18 years,2.6,2.4,2.9
35001001300,Stroke among adults aged >=18 years,3.6,3.2,4.1
35001002900,Stroke among adults aged >=18 years,2.9,2.6,3.2
35001002500,Stroke among adults aged >=18 years,3.4,3,3.9
35015000700,Stroke among adults aged >=18 years,2.8,2.5,3.1
35001003717,Stroke among adults aged >=18 years,2.7,2.3,3
35001001600,Stroke among adults aged >=18 years,1.8,1.6,2
35001002700,Stroke among adults aged >=18 years,3.1,2.8,3.5
35001004740,Stroke among adults aged >=18 years,2,1.8,2.3
35001004735,Stroke among adults aged >=18 years,2.2,2,2.5
35017964500,Stroke among adults aged >=18 years,4.1,3.7,4.6
35043010702,Stroke among adults aged >=18 years,2.9,2.6,3.3
35001003807,Stroke among adults aged >=18 years,2.8,2.6,3.1
35025001003,Stroke among adults aged >=18 years,3.2,2.8,3.6
35001003806,Stroke among adults aged >=18 years,2.4,2.2,2.7
35001003735,Stroke among adults aged >=18 years,2.3,2.1,2.5
35007950600,Stroke among adults aged >=18 years,4.5,4,5
35013001000,Stroke among adults aged >=18 years,1.1,1,1.2
35049010315,Stroke among adults aged >=18 years,2.9,2.5,3.2
35001004722,Stroke among adults aged >=18 years,2,1.8,2.2
35001003707,Stroke among adults aged >=18 years,2.8,2.4,3.1
35057963202,Stroke among adults aged >=18 years,4.2,3.8,4.7
35051962402,Stroke among adults aged >=18 years,4.6,4.3,5.1
35009000304,Stroke among adults aged >=18 years,2.6,2.3,3
35041000300,Stroke among adults aged >=18 years,2,1.8,2.2
35001940700,Stroke among adults aged >=18 years,4.9,4.5,5.4
35005000500,Stroke among adults aged >=18 years,3.9,3.5,4.4
35001003728,Stroke among adults aged >=18 years,2.6,2.3,2.9
35045000202,Stroke among adults aged >=18 years,2.6,2.3,2.9
35005000300,Stroke among adults aged >=18 years,3.5,3.1,4
35005000400,Stroke among adults aged >=18 years,4,3.6,4.4
35001004727,Stroke among adults aged >=18 years,2.7,2.4,3
35015000401,Stroke among adults aged >=18 years,3,2.7,3.3
35043940700,Stroke among adults aged >=18 years,4.1,3.7,4.6
35001004746,Stroke among adults aged >=18 years,1.7,1.6,1.9
35049000500,Stroke among adults aged >=18 years,2.9,2.6,3.3
35001004716,Stroke among adults aged >=18 years,2.7,2.5,3
35013000401,Stroke among adults aged >=18 years,5.1,4.5,5.8
35045000505,Stroke among adults aged >=18 years,3,2.8,3.3
35053940000,Stroke among adults aged >=18 years,7.3,6.6,8.1
35001004603,Stroke among adults aged >=18 years,3.1,2.7,3.4
35006946100,Stroke among adults aged >=18 years,5.4,5,5.8
35001004747,Stroke among adults aged >=18 years,2.3,2.1,2.5
35043011200,Stroke among adults aged >=18 years,3.8,3.5,4.2
35001003805,Stroke among adults aged >=18 years,3.1,2.8,3.4
35013001400,Stroke among adults aged >=18 years,4.4,4,4.7
35053978100,Stroke among adults aged >=18 years,3.9,3.6,4.2
35013001203,Stroke among adults aged >=18 years,2.3,2,2.6
35043011000,Stroke among adults aged >=18 years,4.3,3.9,4.7
35001004751,Stroke among adults aged >=18 years,2.2,2,2.5
35001004300,Stroke among adults aged >=18 years,3.7,3.3,4.1
35057963600,Stroke among adults aged >=18 years,3.9,3.5,4.2
35001004715,Stroke among adults aged >=18 years,3,2.6,3.3
35009000400,Stroke among adults aged >=18 years,4,3.6,4.5
35009000900,Stroke among adults aged >=18 years,0.7,0.6,0.7
35006945800,Stroke among adults aged >=18 years,6.3,5.7,6.9
35049940600,Stroke among adults aged >=18 years,2.9,2.7,3.2
35013001204,Stroke among adults aged >=18 years,2.9,2.5,3.4
35043010718,Stroke among adults aged >=18 years,2.1,1.9,2.4
35043010722,Stroke among adults aged >=18 years,2.3,2.1,2.5
35001004720,Stroke among adults aged >=18 years,2.8,2.5,3
35057963700,Stroke among adults aged >=18 years,4.2,3.8,4.6
35001004713,Stroke among adults aged >=18 years,2.4,2.2,2.7
35041000402,Stroke among adults aged >=18 years,3.6,3.3,3.9
35005001101,Stroke among adults aged >=18 years,3.4,3.1,3.7
35043010723,Stroke among adults aged >=18 years,1.8,1.6,2
35001004748,Stroke among adults aged >=18 years,1.7,1.5,1.9
35001004501,Stroke among adults aged >=18 years,3.6,3.2,4.1
35017964700,Stroke among adults aged >=18 years,4.2,3.7,4.7
